"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 38.232803477136386]","[96, 34.432931959715816]","[95, 33.327543421829354]","[93, 31.292588417066426]","[9, 30.83401539448867]","[919, 30.79643785318881]","[928, 30.009405606263577]","[91, 29.853238874446774]","[924, 29.11106281230239]","[969, 28.27993672974755]"
"[900, 27.021172902840775]","[902, 26.01098326048684]","[9, 24.058558357917164]","[937, 19.933247095030815]","[98, 19.152016171473353]","[96, 17.091895565159607]","[93, 16.80215606923646]","[995, 15.170998477363566]","[97, 14.592165075548213]","[95, 13.657322886902131]"
"[98, 51.52015584554214]","[96, 48.696680634413006]","[97, 47.99999827375376]","[9, 46.38899342140824]","[963, 44.31844003786559]","[95, 43.6207698887449]","[919, 42.62970343854885]","[99, 42.59094202804328]","[92, 42.41029521111803]","[91, 42.16971117470132]"
"[98, 59.57391924028604]","[96, 53.17506640957781]","[97, 49.78843560709679]","[9, 49.02551877243916]","[95, 48.90478215254804]","[92, 47.88760856305406]","[919, 46.85687932204707]","[91, 46.47531689293604]","[969, 46.46131005285108]","[99, 45.89566327591731]"
"[98, 35.646398623993115]","[9, 34.36016293114099]","[93, 31.370867048215057]","[924, 29.616846824306236]","[96, 28.65294820624978]","[928, 27.12473123568738]","[919, 26.371978542707065]","[95, 26.070773662258546]","[97, 24.93198615328259]","[926, 23.144436048372903]"
"[98, 58.63256420146083]","[9, 55.36191926897144]","[97, 54.86247721451386]","[96, 53.57721195221896]","[92, 49.703181713162735]","[963, 49.52952846388247]","[95, 47.509976878864244]","[93, 47.35233372816267]","[919, 47.24895074415381]","[959, 46.98923621529251]"
"[98, 36.72214400503698]","[96, 35.7510257034315]","[97, 31.51370626984719]","[92, 30.42329406745911]","[9, 29.629406280274523]","[95, 29.411954118078203]","[99, 29.352968654898223]","[902, 28.793517107363115]","[919, 27.92146506907841]","[963, 27.434995103802347]"
"[98, 40.565441112450344]","[96, 34.91849538796524]","[924, 32.60845898884148]","[95, 30.287086932693313]","[9, 29.829430841666348]","[93, 29.768593910490893]","[928, 29.620107931415852]","[97, 28.44882461031508]","[993, 28.34814903427774]","[919, 27.922113046598238]"
"[9, 27.67387355429402]","[937, 26.764900897359365]","[902, 25.299028747331437]","[98, 24.97391241415213]","[96, 23.054216820881123]","[900, 22.222394787772476]","[93, 19.732276774418054]","[988, 19.531967781825838]","[97, 18.779418415736398]","[95, 18.709118881029248]"
"[9, 34.04725106922715]","[98, 30.230422635058442]","[93, 27.726691284068796]","[96, 25.77542063939231]","[919, 23.21925271434788]","[97, 22.887318470794938]","[900, 22.761367653347182]","[95, 22.53969220360155]","[923, 22.51690417528553]","[936, 21.942246395481128]"
"[98, 45.34223958781704]","[9, 42.624499603577526]","[97, 38.3116908687398]","[963, 38.04369274473117]","[96, 37.41067759007651]","[92, 35.695083598970236]","[99, 34.949594204054314]","[95, 33.54904949237096]","[91, 33.22172361160632]","[945, 32.70316229774722]"
"[98, 28.40467144600765]","[9, 28.226972038628475]","[97, 24.382420934220455]","[96, 22.65571887989904]","[963, 21.452824104976138]","[99, 20.981627146494606]","[923, 19.986835143355385]","[95, 19.445600242187314]","[92, 18.715354785977066]","[919, 18.422262454238325]"
"[98, 36.0495336507654]","[9, 32.59342155871205]","[96, 32.074161669787955]","[97, 29.653271554565478]","[99, 28.534480593103133]","[95, 28.451631429191888]","[92, 28.08241947271815]","[923, 27.993486844027213]","[963, 27.98383676149535]","[93, 27.543939007261923]"
"[98, 47.341985612352424]","[9, 45.56175208219892]","[97, 42.06402009644177]","[96, 40.76905663839408]","[99, 39.20502886056426]","[969, 38.72535886545523]","[923, 38.588626710401826]","[963, 38.543448119353926]","[91, 37.898678151662004]","[95, 37.8522400795047]"
"[98, 40.72221462136031]","[9, 36.84639662168512]","[924, 33.86659210592233]","[95, 33.34301845873196]","[96, 32.971901305039]","[93, 31.937121422150174]","[993, 29.813185757399527]","[919, 29.668632188322814]","[928, 28.76614059613505]","[97, 28.709762265793156]"
"[98, 65.44848005395632]","[96, 64.20536038883587]","[95, 55.00140049411432]","[9, 51.930207673460856]","[97, 51.226966831095126]","[92, 51.177504438192564]","[91, 47.66324107444289]","[969, 47.417634779068734]","[99, 47.150053087704926]","[959, 46.91295316242597]"
"[98, 65.97928900287042]","[96, 60.64887257099628]","[97, 56.7039330843961]","[9, 54.80526382856222]","[99, 53.45571908345171]","[969, 52.981699069896514]","[95, 52.01995134893052]","[91, 51.949620126325776]","[92, 49.98035834680007]","[963, 47.76333349830607]"
"[98, 59.91546820515984]","[96, 57.37029364973756]","[97, 52.10240834307148]","[969, 50.30560311999069]","[99, 50.286718488307905]","[95, 49.96193889319696]","[91, 47.95247054084296]","[9, 46.66252557236459]","[963, 43.518938027435965]","[92, 43.014842098910634]"
"[98, 51.462002974873066]","[9, 51.293947129019614]","[96, 47.173499154118275]","[963, 44.74740667841783]","[97, 44.69690956470019]","[919, 44.30593479561432]","[93, 43.430647185432825]","[99, 42.77276036710945]","[91, 42.74080216104893]","[92, 42.49859625925046]"
"[9, 29.29130203323162]","[98, 28.307521497813344]","[923, 27.638280991162688]","[97, 23.89016745501662]","[971, 23.799362623717638]","[93, 22.528366905873817]","[921, 21.839179535862723]","[96, 21.383416741051725]","[919, 21.012784839956836]","[936, 20.7080450701333]"
"[98, 51.386756561343795]","[96, 47.58083482991758]","[95, 45.04652149556525]","[97, 44.45515024562337]","[969, 43.684146419124]","[91, 43.40384192842284]","[99, 41.20419731764973]","[9, 39.64765220549307]","[919, 37.9995017599437]","[959, 36.567223556769655]"
"[98, 65.06962110334706]","[96, 60.41311623737768]","[97, 54.64214832493106]","[95, 52.98941464293448]","[92, 52.84229563509711]","[9, 51.947377826388845]","[919, 49.875293567179106]","[959, 48.27390120448507]","[91, 47.85722616665501]","[969, 47.51112661089856]"
"[98, 53.29699678872234]","[96, 51.16018547326402]","[95, 46.61590020655307]","[97, 44.944614007885235]","[91, 44.39798565841671]","[969, 42.6830269871864]","[99, 41.903847084671064]","[9, 41.244838081784245]","[924, 38.76830963456613]","[92, 37.83422548857303]"
"[98, 25.820897632106526]","[9, 24.0676320125721]","[97, 20.731889091564025]","[95, 19.633675500109575]","[96, 19.541462698629342]","[99, 19.017357605258194]","[93, 18.99223893215914]","[963, 18.34994742635924]","[92, 18.192520064331493]","[919, 18.11890261974923]"
"[98, 62.866948192461884]","[9, 58.46268921689]","[96, 58.3376449847061]","[97, 54.57037659146618]","[92, 52.99171861251231]","[963, 52.102085116720104]","[919, 51.75154584465632]","[91, 51.25744586579033]","[99, 50.25960177900671]","[93, 49.45462663879116]"
"[98, 53.83940918812267]","[97, 49.57872988405874]","[96, 48.069297256741436]","[99, 46.78089437738061]","[969, 45.255335220072276]","[9, 45.1621184636318]","[91, 45.136993801982285]","[95, 41.82854088758109]","[919, 41.41620718354798]","[963, 40.22252996273771]"
"[98, 40.568112414891324]","[9, 34.491648206296]","[924, 32.44309447449777]","[96, 31.342682411420107]","[95, 30.17279827625113]","[97, 29.283663859584628]","[934, 28.431028428175342]","[93, 28.122638509117667]","[928, 27.49258615309022]","[926, 26.927898572006374]"
"[98, 65.41145724226078]","[96, 59.1920704495325]","[97, 56.79171618465967]","[99, 55.51038171416693]","[9, 54.9267079846691]","[969, 53.8577496600803]","[91, 53.3854676653248]","[95, 51.594043459081384]","[92, 50.81556622131739]","[963, 48.02831273573123]"
"[98, 39.019769991639244]","[96, 35.868041212405466]","[95, 32.47571325126403]","[97, 31.407666830891]","[93, 31.122406239406253]","[924, 30.015967196495097]","[919, 28.95017214969317]","[91, 28.3627292031579]","[9, 28.130955213289802]","[928, 27.831827073368554]"
"[98, 43.73030185712527]","[9, 42.11324945346383]","[93, 40.69378228513463]","[96, 38.05738461570279]","[919, 35.39976037989495]","[924, 34.362913872646004]","[900, 34.25380005859386]","[936, 33.2951561520482]","[902, 32.99326977976739]","[95, 32.40697306679632]"
"[98, 34.27045152895398]","[9, 32.03625622233292]","[93, 29.527133729856214]","[96, 28.92381678165933]","[95, 27.074293033080423]","[924, 26.190248426938638]","[919, 26.07800610687644]","[993, 24.58873946622597]","[97, 22.060000570341426]","[926, 21.820026511076442]"
"[98, 68.9614951800173]","[96, 62.36269045089782]","[9, 57.00512638794823]","[92, 55.74814006787157]","[97, 55.58950150907324]","[95, 54.4309046335713]","[91, 53.60416330838757]","[969, 52.72585778109813]","[919, 52.6629628343129]","[963, 50.874798862670076]"
"[98, 62.762876465826885]","[96, 57.486124256347765]","[97, 55.29861419124546]","[99, 53.183751024680774]","[91, 52.92817084736012]","[969, 52.23017042235367]","[95, 52.09365519142968]","[9, 50.59851588329473]","[92, 46.90414487887738]","[919, 46.007318258430985]"
"[902, 29.240036176713645]","[9, 27.089407269781756]","[98, 26.312733917747643]","[900, 26.177171199411433]","[937, 26.047035832835586]","[96, 22.8447755780447]","[93, 21.226499973385604]","[97, 19.11414783789756]","[95, 18.759722717664594]","[919, 18.3326403882578]"
"[98, 61.197672140602215]","[96, 57.98338453037769]","[97, 54.23555028442281]","[9, 50.756941316153444]","[969, 50.37960059039389]","[95, 50.15867040753524]","[91, 49.04637984034227]","[919, 47.606922325994624]","[963, 47.45748034385982]","[99, 47.211530759290596]"
"[98, 29.03397077905211]","[9, 27.140142438937502]","[96, 24.290490410271655]","[97, 23.2190133704329]","[93, 23.21345584818564]","[963, 23.06397438227443]","[95, 22.525698552256657]","[924, 22.08510100028462]","[99, 21.85439010462043]","[919, 20.961994223204076]"
"[98, 51.81809749338875]","[96, 50.49023798134009]","[95, 44.364190026874816]","[969, 42.989601053733395]","[91, 42.41021069901899]","[99, 41.908987019470274]","[97, 41.42463574814316]","[9, 38.70116348703502]","[919, 37.80091595007257]","[92, 35.45558921387745]"
"[98, 38.1906784396788]","[96, 36.21047330626997]","[9, 33.04572356751359]","[95, 31.16467742575289]","[97, 30.735186730297595]","[919, 30.27829155608307]","[93, 29.462567570002836]","[99, 29.349846620121426]","[969, 27.291815737283024]","[92, 27.082597815710848]"
"[98, 47.01692832652206]","[9, 44.53971438847414]","[96, 44.34275694959638]","[963, 41.6252347667492]","[92, 41.18917431612549]","[97, 40.78018834852239]","[95, 38.968980177960184]","[919, 38.69720472003402]","[99, 38.03982511017375]","[959, 37.727187035476256]"
"[98, 31.074343277844562]","[96, 27.101750144967752]","[95, 26.63696946259827]","[9, 24.865799973464643]","[97, 24.283139586911098]","[99, 23.94858965368879]","[924, 22.6584578124904]","[969, 21.868207658832848]","[92, 21.618142036126613]","[949, 21.430769786280212]"
"[98, 36.95074198348519]","[9, 36.762880586732706]","[93, 34.8287126924668]","[919, 31.680641811963927]","[96, 31.65712943706443]","[924, 30.18573258592133]","[95, 25.66029873806669]","[937, 24.426494553210187]","[993, 24.205797819102063]","[97, 23.846388595519407]"
"[9, 37.53692414922811]","[98, 35.165773146355654]","[93, 32.95915483732621]","[919, 30.5560120489406]","[96, 29.458514658272193]","[924, 29.173932272726326]","[95, 24.874651244593377]","[97, 23.96672413213668]","[928, 23.716190004174745]","[936, 22.903193551490123]"
"[98, 48.06754082350804]","[96, 42.51069875249158]","[97, 39.037655672224744]","[95, 38.436222644618404]","[9, 37.93579946581557]","[924, 37.647093011880884]","[969, 36.9028847157202]","[93, 35.598588498547855]","[99, 35.375743942612644]","[92, 33.83454756309667]"
"[98, 43.4937554684704]","[9, 42.416864165328164]","[97, 40.822475140778614]","[96, 40.30481951074525]","[963, 38.52574931007122]","[99, 38.17590317733361]","[969, 36.72101709661286]","[919, 36.1942216835548]","[91, 36.15743446611737]","[95, 35.55772153403679]"
"[9, 24.128447307569534]","[98, 20.463978132691107]","[923, 19.895568192676247]","[97, 18.04438128396525]","[93, 17.159123597528936]","[96, 16.93433623693713]","[971, 16.200417247332656]","[900, 16.059126239235148]","[95, 16.012114256001695]","[921, 15.83950637793292]"
"[98, 47.962190661420685]","[96, 42.70642470794544]","[93, 38.37360154342749]","[95, 37.53902766208715]","[9, 37.35195743994343]","[924, 36.03604364196675]","[97, 35.589083222722735]","[919, 34.52479628989711]","[963, 33.13410225519454]","[99, 32.08100457127328]"
"[98, 48.88477757146798]","[97, 45.18398024041706]","[99, 42.93261632530396]","[96, 42.133876798228]","[91, 41.433584759716496]","[9, 40.97575975163421]","[969, 39.49072130235003]","[945, 37.466929690761944]","[95, 37.01085718189422]","[919, 35.33927448640698]"
"[97, 37.94363848556369]","[98, 37.33884752525548]","[9, 35.93028155664921]","[99, 35.740651111938234]","[96, 33.90568296194144]","[969, 33.04408085855944]","[945, 31.64732203574357]","[963, 31.469920393999203]","[91, 30.397544249916805]","[923, 30.095533475450665]"
"[98, 57.87261136704297]","[96, 54.74718256185396]","[9, 54.093851694659776]","[97, 52.20979363615687]","[963, 49.216405840579576]","[95, 48.58122886679814]","[91, 48.021657286598405]","[919, 47.580532159644726]","[99, 46.960384812972656]","[969, 46.910483992322966]"
"[98, 22.230915440222006]","[97, 19.21101021934135]","[9, 19.09173618219798]","[96, 17.747736415076744]","[95, 17.44861954396711]","[99, 16.37372209725133]","[969, 14.977079842745756]","[91, 14.645327928257991]","[949, 14.59242481134]","[959, 13.842619648200474]"
"[902, 30.787734864136024]","[900, 29.122214817564366]","[9, 28.97288731618221]","[937, 27.045910298393018]","[98, 25.249954886550476]","[96, 23.953156228995898]","[93, 21.554384899708776]","[919, 19.217188419039726]","[95, 18.60679809129037]","[97, 18.53026459448097]"
"[98, 66.43539523601336]","[96, 60.42794867736071]","[9, 58.04127207389643]","[97, 57.07707340128785]","[95, 55.056773053784845]","[92, 54.60869258739645]","[919, 51.55259220643023]","[93, 51.46164257537601]","[963, 51.28374633052944]","[969, 50.8611549942505]"
"[9, 34.78747648765736]","[98, 33.927587392203115]","[93, 32.09896693523752]","[924, 29.075313706044348]","[96, 28.03876085079331]","[919, 26.76294740437606]","[928, 25.78965542406359]","[95, 25.546752437483843]","[97, 24.990387029470888]","[993, 22.662641715147885]"
"[98, 39.60209211451212]","[9, 37.32278239177951]","[97, 37.018397465576975]","[99, 33.823588873827624]","[96, 32.64514156289399]","[923, 31.948538321747787]","[91, 31.37587747799382]","[956, 31.120903190250214]","[945, 30.86161821640169]","[963, 30.67733431503588]"
"[98, 53.73425806316097]","[96, 48.144131814347375]","[93, 46.08341394988188]","[97, 43.29287260788204]","[9, 43.129082629889716]","[95, 40.609844848622586]","[919, 40.49381035221926]","[924, 40.36074854420282]","[963, 38.57704842997344]","[99, 38.36460060057921]"
"[9, 31.57393264308329]","[902, 29.88911635327434]","[937, 29.01517819074112]","[98, 27.817782266128983]","[900, 27.17615114728051]","[96, 25.082962963964324]","[93, 22.58002341464927]","[984, 20.031668424475978]","[919, 19.687591749535414]","[97, 19.6587382607532]"
"[96, 47.189105552520324]","[98, 46.9073577223704]","[95, 41.16517969124798]","[97, 40.33142861675639]","[969, 38.20686880198626]","[99, 37.41903767325]","[91, 36.5016386328483]","[9, 35.60599047408957]","[924, 35.28316500035796]","[993, 34.688720189403064]"
"[98, 57.02381796757684]","[96, 54.04058389868874]","[97, 46.91344004115507]","[969, 46.22255616968074]","[95, 44.226060984940595]","[91, 43.91362277540366]","[9, 43.71944791567079]","[99, 42.386217329924584]","[919, 42.26027311375476]","[92, 41.90848167227053]"
"[98, 44.44494110442519]","[9, 40.74686549208719]","[93, 40.25629407760341]","[96, 37.87958791004638]","[924, 37.53494065985612]","[919, 35.12687742189989]","[95, 32.90968966505022]","[928, 30.97500243401339]","[97, 30.362053069587528]","[993, 29.31078367809436]"
"[96, 41.9363270711833]","[98, 41.70028173399466]","[97, 40.28442910183797]","[9, 39.96137102273241]","[95, 36.86306023889133]","[963, 36.83429304355219]","[969, 34.97983916353497]","[92, 34.690366026793804]","[99, 34.349230741791274]","[919, 33.60776932626745]"
"[98, 30.792084167965907]","[96, 21.329703814244713]","[9, 18.15977133069938]","[95, 17.71554398917669]","[919, 17.273332871542063]","[97, 17.158495118594367]","[93, 16.1736890580211]","[92, 15.981177565716031]","[99, 15.047057335540924]","[928, 14.776442207413542]"
"[9, 34.697637540274414]","[902, 29.216615215948135]","[98, 29.055205740165086]","[937, 28.804246882625403]","[900, 27.864702451846988]","[93, 24.61124752632118]","[96, 24.54187325296396]","[919, 21.79934026193532]","[924, 20.725713345911036]","[988, 20.439784787867616]"
"[98, 48.568850696660945]","[96, 48.56739881402222]","[95, 43.01160319186805]","[97, 40.731085626105155]","[91, 40.63133261169796]","[969, 39.977811326362264]","[99, 39.73741211435812]","[9, 35.40759595079991]","[924, 34.91082662141311]","[90, 34.53533724417734]"
"[98, 29.493010277469672]","[9, 24.18740652854072]","[96, 23.844067768332756]","[97, 23.28033403545868]","[99, 21.38171858927743]","[919, 21.29690699493057]","[95, 20.474727836004462]","[963, 20.372944636774236]","[92, 20.04274150764068]","[923, 19.80061114257182]"
"[98, 46.02450065259227]","[96, 41.89302397961687]","[9, 41.255587878858]","[97, 39.9414083008181]","[99, 37.85578329722014]","[963, 36.749493120695895]","[95, 35.010201107361716]","[969, 34.694893963454895]","[919, 34.558200854406174]","[91, 33.58387822643617]"
